Duration,Protocol,SourceIP,DestinationIP,SourcePort,DestinationPort,PacketCount,ByteCount,Label
33.366564459882696,ICMP,192.168.1.186,192.168.1.206,13653,479,32,827620,Attack
45.74403215491505,TCP,192.168.1.244,192.168.1.230,20786,771,203,660069,Attack
19.72268903408888,UDP,192.168.1.221,192.168.1.11,55696,702,325,1234767,Attack
9.176532076205191,ICMP,192.168.1.105,192.168.1.222,64872,991,88,1126071,Normal
10.447205251039716,UDP,192.168.1.235,192.168.1.226,9188,129,856,34847,Attack
13.805103330689084,UDP,192.168.1.202,192.168.1.140,27900,83,413,798608,Normal
84.4663963291303,ICMP,192.168.1.80,192.168.1.19,22831,732,441,1370187,Normal
91.99842786084409,TCP,192.168.1.160,192.168.1.10,11658,373,642,751488,Attack
44.335709295951645,UDP,192.168.1.167,192.168.1.96,57250,120,532,1345793,Normal
40.08163562286953,TCP,192.168.1.21,192.168.1.120,30353,579,107,775006,Attack
21.802985538541652,TCP,192.168.1.132,192.168.1.139,38120,769,869,420359,Attack
79.82581816789335,UDP,192.168.1.21,192.168.1.199,41941,943,316,351565,Normal
44.00044144936028,ICMP,192.168.1.179,192.168.1.229,38510,680,522,661977,Normal
53.178919520618116,ICMP,192.168.1.119,192.168.1.243,9467,675,345,906911,Normal
96.74844902874325,UDP,192.168.1.209,192.168.1.160,60329,258,837,475195,Normal
37.84701986968514,ICMP,192.168.1.194,192.168.1.45,7287,566,979,457231,Normal
73.2318741061232,TCP,192.168.1.15,192.168.1.173,17228,475,871,1166043,Normal
2.9795366737444096,UDP,192.168.1.62,192.168.1.195,24904,810,645,1118200,Attack
36.74891309152491,ICMP,192.168.1.41,192.168.1.247,36694,417,469,1057980,Normal
28.328136587113807,ICMP,192.168.1.52,192.168.1.161,11051,566,120,1108419,Attack
72.95369500174648,UDP,192.168.1.15,192.168.1.88,3661,295,861,1034208,Attack
25.263121094303276,TCP,192.168.1.229,192.168.1.175,33331,799,15,25166,Normal
36.1431660914893,TCP,192.168.1.202,192.168.1.238,50820,199,977,203536,Attack
6.809829131538692,TCP,192.168.1.233,192.168.1.120,6805,1006,772,1375801,Normal
28.9988330890524,ICMP,192.168.1.232,192.168.1.28,61767,196,630,609932,Attack
39.38824771159594,UDP,192.168.1.116,192.168.1.174,21329,371,602,640969,Normal
61.38530281370051,TCP,192.168.1.237,192.168.1.136,20566,190,967,1347312,Attack
16.146411301122765,TCP,192.168.1.193,192.168.1.153,36843,991,585,423438,Attack
16.996375776837922,UDP,192.168.1.107,192.168.1.115,5432,702,304,216071,Normal
31.249541902156597,UDP,192.168.1.206,192.168.1.220,22946,708,258,68114,Normal
64.7190569455391,TCP,192.168.1.108,192.168.1.219,14315,355,152,935689,Normal
90.65849927294724,ICMP,192.168.1.66,192.168.1.121,49746,680,762,1358079,Normal
76.02778922450325,TCP,192.168.1.119,192.168.1.227,20649,779,198,653911,Attack
20.426118943149973,TCP,192.168.1.229,192.168.1.144,50741,756,233,1203637,Attack
35.98524155351301,UDP,192.168.1.57,192.168.1.15,1577,289,324,626946,Normal
12.978115008060897,ICMP,192.168.1.255,192.168.1.136,19753,33,378,329675,Attack
3.517009064808041,UDP,192.168.1.54,192.168.1.108,17944,374,590,1444253,Normal
40.96692820721819,TCP,192.168.1.102,192.168.1.74,41849,740,648,56462,Normal
66.29437884730662,TCP,192.168.1.51,192.168.1.215,65450,879,933,168857,Attack
94.62808107622959,TCP,192.168.1.14,192.168.1.13,42866,756,516,442020,Attack
2.6093853416321755,UDP,192.168.1.92,192.168.1.125,49950,916,165,1481622,Normal
50.82514859372369,TCP,192.168.1.217,192.168.1.131,20579,869,768,277120,Normal
94.0898277215756,ICMP,192.168.1.239,192.168.1.244,9405,892,528,970664,Attack
45.99494989179881,UDP,192.168.1.97,192.168.1.172,32672,237,754,1236010,Normal
6.7938075965106925,UDP,192.168.1.35,192.168.1.240,22848,272,723,411064,Attack
24.3794401715822,TCP,192.168.1.40,192.168.1.14,33889,385,341,512900,Normal
30.186130038206947,ICMP,192.168.1.229,192.168.1.102,30842,158,908,69599,Normal
7.472832371891225,TCP,192.168.1.218,192.168.1.173,39251,669,543,1040653,Attack
47.91312401620089,TCP,192.168.1.14,192.168.1.57,61230,157,859,1096176,Normal
10.515918653375667,UDP,192.168.1.21,192.168.1.245,41876,158,732,1391950,Normal
11.146021292324859,ICMP,192.168.1.245,192.168.1.123,28984,152,450,426420,Attack
95.4770784132124,ICMP,192.168.1.177,192.168.1.236,18867,473,286,946418,Normal
64.89426492462137,ICMP,192.168.1.134,192.168.1.10,48479,396,261,915344,Attack
80.9949864068215,TCP,192.168.1.77,192.168.1.227,58535,717,237,1235327,Attack
30.33271405442933,TCP,192.168.1.232,192.168.1.136,51134,335,527,121474,Attack
79.6833858381234,ICMP,192.168.1.219,192.168.1.183,49302,202,490,57786,Normal
51.74073716817165,ICMP,192.168.1.190,192.168.1.63,43480,619,372,1053190,Attack
23.567815903697355,ICMP,192.168.1.31,192.168.1.158,52969,502,904,529461,Attack
18.214761074278975,UDP,192.168.1.7,192.168.1.234,22186,177,897,477944,Attack
82.66036026616464,TCP,192.168.1.27,192.168.1.186,39690,181,717,44393,Normal
56.43035641405333,ICMP,192.168.1.90,192.168.1.80,8831,380,170,778104,Normal
10.725476484929041,UDP,192.168.1.81,192.168.1.41,2154,705,852,463123,Attack
12.829478010227625,UDP,192.168.1.46,192.168.1.14,47235,132,616,1158982,Normal
17.552962030489628,ICMP,192.168.1.167,192.168.1.39,46625,523,638,302368,Attack
26.219895252318892,TCP,192.168.1.20,192.168.1.34,4560,982,644,1012205,Attack
54.298053376305965,ICMP,192.168.1.30,192.168.1.66,19659,387,186,1335675,Attack
91.0530065078092,UDP,192.168.1.69,192.168.1.111,26268,347,738,839475,Attack
40.07444084394831,UDP,192.168.1.48,192.168.1.98,19152,691,321,812008,Normal
25.051872878986124,UDP,192.168.1.160,192.168.1.127,2501,429,605,268290,Normal
75.20128287303108,ICMP,192.168.1.199,192.168.1.126,54535,385,554,752327,Normal
81.78184000785458,TCP,192.168.1.120,192.168.1.57,11108,326,64,1124392,Attack
71.18700180133351,ICMP,192.168.1.180,192.168.1.223,35277,374,126,1212295,Attack
12.67271628548694,ICMP,192.168.1.96,192.168.1.33,42929,440,821,901981,Attack
48.78933565091608,TCP,192.168.1.63,192.168.1.1,23434,52,970,862882,Normal
87.18236242722952,TCP,192.168.1.79,192.168.1.174,24511,425,819,922373,Normal
10.688250235249486,ICMP,192.168.1.58,192.168.1.151,4960,585,545,1424498,Normal
9.089372078784418,TCP,192.168.1.169,192.168.1.68,54951,484,165,1458252,Normal
69.21578212247135,TCP,192.168.1.229,192.168.1.169,52767,847,416,322683,Normal
59.62269020776709,UDP,192.168.1.79,192.168.1.238,18831,870,885,699184,Attack
3.103290461719299,ICMP,192.168.1.111,192.168.1.205,46426,694,110,753622,Normal
12.00513353154281,UDP,192.168.1.65,192.168.1.74,64403,1009,359,1362688,Normal
59.042466533783944,ICMP,192.168.1.153,192.168.1.126,41091,742,806,606084,Attack
89.45575252080066,UDP,192.168.1.141,192.168.1.140,21408,716,873,1282189,Normal
72.04725727608306,UDP,192.168.1.243,192.168.1.87,15673,458,93,614986,Attack
31.051191229863985,TCP,192.168.1.200,192.168.1.55,23925,676,569,1443191,Normal
4.214850239536516,TCP,192.168.1.91,192.168.1.250,47736,571,735,818344,Attack
42.93809168542282,TCP,192.168.1.219,192.168.1.160,38848,709,901,279394,Normal
16.312208873091883,UDP,192.168.1.216,192.168.1.64,29164,187,913,660262,Attack
29.194599415800514,TCP,192.168.1.29,192.168.1.97,15961,992,696,522413,Attack
91.99509612437188,UDP,192.168.1.166,192.168.1.243,10096,20,360,707396,Attack
52.095716086266954,UDP,192.168.1.2,192.168.1.213,14805,971,862,534458,Attack
52.90947329895766,UDP,192.168.1.166,192.168.1.224,4932,81,41,730548,Normal
87.05423089178761,UDP,192.168.1.18,192.168.1.196,31153,619,626,655574,Normal
41.01268339816993,UDP,192.168.1.98,192.168.1.208,10515,507,884,964023,Attack
14.494724690715465,ICMP,192.168.1.100,192.168.1.119,55246,789,202,980623,Attack
18.32905775725362,ICMP,192.168.1.14,192.168.1.119,5283,1022,319,1402820,Normal
71.12672258296229,ICMP,192.168.1.53,192.168.1.11,7779,803,194,131855,Attack
10.820314191922066,ICMP,192.168.1.71,192.168.1.229,17235,95,13,642222,Normal
26.723235332782625,TCP,192.168.1.191,192.168.1.23,21249,206,645,405007,Normal
56.632310646570616,TCP,192.168.1.164,192.168.1.24,12091,423,876,1386519,Normal
8.538116704655064,UDP,192.168.1.55,192.168.1.93,12758,370,203,228946,Normal
45.98473288198088,ICMP,192.168.1.175,192.168.1.96,10123,341,930,365741,Normal
22.17502232816222,ICMP,192.168.1.168,192.168.1.164,30835,505,999,524640,Attack
89.97646059839873,ICMP,192.168.1.14,192.168.1.52,53605,772,700,414149,Normal
61.52444534238407,UDP,192.168.1.45,192.168.1.199,16773,403,759,201446,Normal
36.21477981602415,ICMP,192.168.1.227,192.168.1.178,51076,967,817,1104821,Normal
5.10658009707069,ICMP,192.168.1.216,192.168.1.245,60303,5,661,1339498,Attack
95.8271763621247,UDP,192.168.1.166,192.168.1.198,35827,146,139,364712,Normal
63.93679257160885,ICMP,192.168.1.67,192.168.1.133,19503,663,661,919985,Attack
86.30685025062745,TCP,192.168.1.15,192.168.1.162,6762,686,144,790862,Attack
66.04811006751102,ICMP,192.168.1.132,192.168.1.71,17644,343,904,563210,Normal
80.06026046085123,ICMP,192.168.1.198,192.168.1.107,1201,1004,389,847146,Normal
23.693228832029835,ICMP,192.168.1.118,192.168.1.165,58719,133,277,392495,Attack
65.74229659132713,ICMP,192.168.1.148,192.168.1.248,32525,159,811,792629,Attack
95.99445500514635,UDP,192.168.1.95,192.168.1.70,47630,314,410,756797,Normal
59.51539282651983,TCP,192.168.1.69,192.168.1.25,27560,506,957,8913,Attack
67.07494608797798,TCP,192.168.1.177,192.168.1.45,34749,713,138,290398,Normal
19.984603830227087,UDP,192.168.1.131,192.168.1.251,36886,113,593,1187258,Attack
83.62313104138664,TCP,192.168.1.151,192.168.1.76,36761,114,75,779622,Attack
55.81315716282648,TCP,192.168.1.151,192.168.1.27,23709,534,478,1005160,Attack
54.94851559825472,TCP,192.168.1.228,192.168.1.226,47762,22,744,256010,Attack
41.584180685116465,TCP,192.168.1.139,192.168.1.98,34671,1,567,1307612,Attack
16.63457172088405,ICMP,192.168.1.54,192.168.1.155,14518,497,772,692043,Attack
17.484654442860915,TCP,192.168.1.138,192.168.1.33,34895,837,487,1322462,Normal
39.26755291768658,ICMP,192.168.1.91,192.168.1.226,3553,984,647,1295551,Normal
59.59611400293509,TCP,192.168.1.237,192.168.1.81,4659,322,142,753181,Normal
32.773839985232755,ICMP,192.168.1.51,192.168.1.30,49107,165,635,674630,Attack
96.33876607436834,ICMP,192.168.1.81,192.168.1.147,47565,120,432,219019,Attack
77.67342235167403,ICMP,192.168.1.155,192.168.1.91,46440,390,226,386409,Attack
11.087498623801462,TCP,192.168.1.209,192.168.1.60,63402,54,49,175076,Normal
80.04397209260222,TCP,192.168.1.8,192.168.1.10,35491,885,207,924913,Attack
47.73049221233154,ICMP,192.168.1.135,192.168.1.2,15718,351,342,352548,Normal
47.40102001842954,TCP,192.168.1.175,192.168.1.141,56462,767,53,1041500,Attack
65.13986908666737,ICMP,192.168.1.101,192.168.1.224,58598,356,4,1223677,Attack
64.09802577795612,ICMP,192.168.1.83,192.168.1.53,64410,1004,222,1089002,Normal
2.2850328677702425,UDP,192.168.1.133,192.168.1.33,52543,412,562,842338,Attack
75.02173347633942,UDP,192.168.1.8,192.168.1.92,47560,930,519,719392,Normal
54.3386749998872,ICMP,192.168.1.69,192.168.1.67,25083,903,502,585166,Attack
86.06437001524046,ICMP,192.168.1.20,192.168.1.12,1701,492,357,741783,Attack
65.89671249684106,ICMP,192.168.1.5,192.168.1.48,22191,156,162,817229,Attack
43.35306132581095,UDP,192.168.1.61,192.168.1.178,31397,792,378,411560,Normal
41.54047973875928,UDP,192.168.1.105,192.168.1.196,55477,113,688,221923,Attack
61.62889675475519,UDP,192.168.1.138,192.168.1.221,27564,236,453,103901,Normal
14.284290480188044,UDP,192.168.1.116,192.168.1.54,43323,798,135,95790,Normal
97.72066072622985,UDP,192.168.1.104,192.168.1.8,59418,741,940,437109,Attack
75.24296102352888,UDP,192.168.1.178,192.168.1.19,27873,440,652,373659,Attack
96.03897360138474,TCP,192.168.1.186,192.168.1.28,42341,613,987,537115,Normal
96.5527231134118,UDP,192.168.1.170,192.168.1.219,54445,661,459,534682,Normal
38.09670746059361,ICMP,192.168.1.203,192.168.1.68,7737,131,786,1126359,Attack
31.799451672442924,TCP,192.168.1.85,192.168.1.177,13542,331,668,911671,Attack
25.607805608252242,UDP,192.168.1.16,192.168.1.69,56806,63,22,1247442,Attack
42.704060777154915,UDP,192.168.1.113,192.168.1.108,40261,639,480,851383,Attack
74.14398196813809,ICMP,192.168.1.103,192.168.1.101,4097,830,420,1475036,Attack
30.28013445852228,UDP,192.168.1.114,192.168.1.30,39269,222,774,58169,Attack
93.03303408478324,TCP,192.168.1.113,192.168.1.172,44610,780,485,980856,Attack
31.61219150416378,UDP,192.168.1.232,192.168.1.32,36976,873,265,43293,Normal
72.56886444605989,ICMP,192.168.1.148,192.168.1.134,37082,593,780,43745,Attack
30.990348726565166,ICMP,192.168.1.157,192.168.1.142,20683,462,167,1312705,Normal
12.785566085028254,TCP,192.168.1.46,192.168.1.113,4649,560,811,509458,Attack
54.321572267794075,UDP,192.168.1.24,192.168.1.53,55714,326,711,522398,Normal
57.84103526643389,TCP,192.168.1.45,192.168.1.19,38207,910,41,653752,Attack
98.52600427812158,TCP,192.168.1.32,192.168.1.227,49261,614,701,480949,Attack
31.34373069213329,TCP,192.168.1.6,192.168.1.5,23490,345,778,211627,Attack
82.03004656450533,ICMP,192.168.1.37,192.168.1.176,34134,345,318,133824,Attack
28.782560126508816,UDP,192.168.1.22,192.168.1.97,53960,254,74,286356,Normal
90.72082376655389,TCP,192.168.1.118,192.168.1.212,20419,899,186,163837,Normal
54.27865356205652,ICMP,192.168.1.116,192.168.1.12,31776,44,851,1461720,Attack
7.974518390025642,TCP,192.168.1.187,192.168.1.205,3401,893,428,1294172,Attack
56.46096261285207,UDP,192.168.1.231,192.168.1.41,17856,847,803,287200,Normal
66.19161535657334,ICMP,192.168.1.205,192.168.1.133,9056,188,904,1267158,Attack
76.18667339784298,TCP,192.168.1.186,192.168.1.139,47172,1021,891,1195667,Normal
88.43578954307269,TCP,192.168.1.34,192.168.1.47,4565,459,987,1328228,Attack
15.911984924081912,ICMP,192.168.1.93,192.168.1.62,54206,169,193,298408,Normal
77.53218733077051,ICMP,192.168.1.25,192.168.1.255,33548,38,903,1112412,Normal
24.11850803668669,TCP,192.168.1.49,192.168.1.219,18911,445,831,1394335,Attack
15.135409637734254,ICMP,192.168.1.211,192.168.1.41,39677,831,266,65317,Normal
89.42501257531252,TCP,192.168.1.222,192.168.1.158,25061,1006,605,1217674,Normal
61.213496579488314,TCP,192.168.1.50,192.168.1.217,23831,188,48,710315,Attack
79.54803981010448,TCP,192.168.1.98,192.168.1.137,48295,744,348,1325688,Normal
48.05383379903802,ICMP,192.168.1.24,192.168.1.149,58245,459,6,1364112,Attack
52.478924555155395,TCP,192.168.1.129,192.168.1.59,38649,393,914,318698,Normal
3.0535211919194727,TCP,192.168.1.104,192.168.1.138,36201,485,889,1014311,Normal
98.05875825290319,TCP,192.168.1.103,192.168.1.165,11997,941,993,864938,Attack
39.774438046667385,TCP,192.168.1.129,192.168.1.83,45503,197,343,1444067,Normal
3.51360401717028,ICMP,192.168.1.155,192.168.1.119,13937,65,790,1159418,Normal
54.85487938395943,ICMP,192.168.1.31,192.168.1.245,6921,908,356,875542,Attack
19.797020273859246,ICMP,192.168.1.79,192.168.1.255,19178,511,107,432602,Normal
88.1000464563127,TCP,192.168.1.168,192.168.1.33,43542,288,131,337775,Attack
31.21001363511998,TCP,192.168.1.149,192.168.1.90,25543,143,588,71939,Attack
0.6667828956335109,ICMP,192.168.1.227,192.168.1.104,6090,509,391,883049,Normal
53.99625878731552,ICMP,192.168.1.133,192.168.1.243,46040,867,286,1394496,Normal
4.83501326256508,UDP,192.168.1.168,192.168.1.41,2507,649,725,1189153,Attack
47.244291263707716,ICMP,192.168.1.47,192.168.1.153,58797,540,667,37869,Attack
44.642043984118764,TCP,192.168.1.158,192.168.1.240,46788,669,433,299274,Attack
97.6357672144824,UDP,192.168.1.112,192.168.1.30,3323,253,648,386961,Attack
6.686857274955626,UDP,192.168.1.91,192.168.1.179,58617,1002,657,214173,Normal
15.494813570766109,TCP,192.168.1.18,192.168.1.255,24161,951,791,1074638,Attack
0.09352454463282811,ICMP,192.168.1.210,192.168.1.49,26438,992,61,19532,Attack
91.53888250592698,TCP,192.168.1.46,192.168.1.192,25216,5,602,190546,Attack
42.874605865368196,ICMP,192.168.1.43,192.168.1.55,30470,954,790,1063045,Normal
85.50458997026581,TCP,192.168.1.204,192.168.1.56,2131,657,988,370207,Normal
74.73084125772198,ICMP,192.168.1.80,192.168.1.20,33022,349,338,15239,Attack
95.55575090741442,TCP,192.168.1.223,192.168.1.191,13326,443,48,474685,Normal
59.70187341487616,TCP,192.168.1.82,192.168.1.91,53487,641,15,908506,Attack
46.313498905286444,ICMP,192.168.1.49,192.168.1.138,41829,982,99,1182294,Attack
41.23953729736204,TCP,192.168.1.39,192.168.1.66,4208,546,86,684733,Normal
26.079522294165702,TCP,192.168.1.27,192.168.1.238,3238,721,663,1427158,Attack
14.360734272645326,UDP,192.168.1.201,192.168.1.252,58498,724,772,1263939,Attack
31.866725452256873,UDP,192.168.1.12,192.168.1.199,12405,625,50,110545,Attack
32.41451733384988,UDP,192.168.1.207,192.168.1.167,11221,205,773,432802,Normal
81.22067795679108,ICMP,192.168.1.184,192.168.1.222,9910,77,114,1045608,Normal
53.0267412326013,UDP,192.168.1.68,192.168.1.182,63393,804,460,731262,Normal
77.98882329371747,ICMP,192.168.1.238,192.168.1.1,58759,382,56,1070449,Normal
65.88119848753486,ICMP,192.168.1.102,192.168.1.234,17103,209,729,494032,Attack
3.0364845834028764,ICMP,192.168.1.206,192.168.1.130,54335,962,891,62535,Normal
76.82449152052722,TCP,192.168.1.10,192.168.1.162,32713,546,723,1272317,Normal
51.474608816948184,TCP,192.168.1.190,192.168.1.132,7805,497,10,401685,Attack
15.90809468079729,ICMP,192.168.1.117,192.168.1.191,21482,911,736,875970,Normal
48.809711428868866,ICMP,192.168.1.192,192.168.1.17,12299,498,904,985559,Attack
7.997948092888729,TCP,192.168.1.144,192.168.1.243,48501,288,527,596939,Attack
36.365744458713465,UDP,192.168.1.91,192.168.1.138,30365,592,165,772762,Attack
79.52243781555656,UDP,192.168.1.135,192.168.1.16,26290,84,75,1123990,Attack
52.725030919290695,UDP,192.168.1.248,192.168.1.29,33798,42,756,300688,Normal
44.092919340793024,TCP,192.168.1.41,192.168.1.68,36882,435,565,749593,Normal
39.85684105748357,ICMP,192.168.1.2,192.168.1.243,12529,146,621,1473915,Attack
59.883082375408826,UDP,192.168.1.49,192.168.1.20,56037,927,881,1169871,Attack
90.39453101219944,UDP,192.168.1.15,192.168.1.23,44041,38,863,334122,Attack
3.704592378347793,UDP,192.168.1.162,192.168.1.128,33496,975,892,734237,Attack
6.999165257080476,UDP,192.168.1.160,192.168.1.255,24301,755,305,727992,Attack
63.81664626325768,UDP,192.168.1.160,192.168.1.2,24294,729,797,194620,Attack
69.73470791248596,TCP,192.168.1.247,192.168.1.184,56173,449,279,220704,Normal
46.222345274338025,ICMP,192.168.1.64,192.168.1.219,35406,730,535,15942,Normal
75.68065163274242,TCP,192.168.1.9,192.168.1.251,11114,93,165,52374,Normal
53.6439791347317,ICMP,192.168.1.78,192.168.1.235,16810,73,79,10238,Attack
90.85465887733584,ICMP,192.168.1.18,192.168.1.37,58140,558,228,1308940,Attack
56.552908052878216,ICMP,192.168.1.104,192.168.1.25,33926,829,488,288395,Attack
82.85816233186397,UDP,192.168.1.96,192.168.1.91,38724,367,631,422321,Attack
31.18583424643967,ICMP,192.168.1.191,192.168.1.72,49270,820,634,1204775,Attack
62.289326988719765,ICMP,192.168.1.107,192.168.1.164,45652,628,804,18564,Attack
44.72729245634679,UDP,192.168.1.222,192.168.1.143,50157,765,821,1124606,Attack
28.72504478360687,TCP,192.168.1.49,192.168.1.245,11888,542,850,198317,Attack
46.543610666482934,TCP,192.168.1.32,192.168.1.168,55110,238,564,237842,Attack
86.36725682104031,UDP,192.168.1.246,192.168.1.158,59584,648,495,1447404,Normal
71.94173859124692,TCP,192.168.1.123,192.168.1.86,56317,263,89,200415,Normal
64.4417416168374,TCP,192.168.1.58,192.168.1.196,15921,105,414,685996,Attack
42.15387390053071,UDP,192.168.1.148,192.168.1.28,3342,971,574,1036493,Normal
41.643580483008336,TCP,192.168.1.142,192.168.1.228,25418,202,925,734066,Attack
62.41303696065202,UDP,192.168.1.59,192.168.1.230,4981,392,654,577376,Attack
68.00071050709512,UDP,192.168.1.185,192.168.1.66,13628,232,497,944502,Normal
54.948382576531216,TCP,192.168.1.163,192.168.1.156,23335,188,221,458622,Attack
9.538641429520256,UDP,192.168.1.97,192.168.1.89,43969,29,721,479073,Normal
19.20019083195176,TCP,192.168.1.77,192.168.1.133,42966,881,249,1022321,Normal
16.096409650168976,TCP,192.168.1.207,192.168.1.23,57628,577,7,996371,Attack
82.17540798778009,TCP,192.168.1.178,192.168.1.156,10373,320,799,253463,Attack
64.46975026947352,ICMP,192.168.1.158,192.168.1.156,52597,388,519,301453,Attack
9.461389035390855,ICMP,192.168.1.47,192.168.1.202,56431,679,54,1050600,Normal
98.04677576380499,ICMP,192.168.1.31,192.168.1.159,58860,703,413,119926,Attack
